filename,n_slices,xy_spacing,z_spacing,aniso_ratio,coverage_mm,fov_mm,air_ratio,bone_ratio,soft_ratio,p5_global,p95_global,mean_global,std_global,skew_global,kurt_global,metal_flag,mean_panc,std_panc,panc_ratio,contrast_snr,panc_centroid_z,panc_bbox_aspect,canc_ratio,mean_canc,std_canc
pancreas_001.nii,110,0.6445310115814209,2.5,3.8787832955977017,275.0,329.9998779296875,0.4722711736505682,0.024259740656072445,0.48594710610129616,-1024.0,150.0,-450.00994873046875,497.0184631347656,-0.027475379407405853,-1.7041136026382446,1.0,95.05550384521484,173.7512664794922,0.0022787614302201705,1.0966704295876826,0.4432477374239691,0.18181818181818182,0.39800033479934865,119.11872100830078,228.39617919921875
pancreas_004.nii,107,0.7421879768371582,2.5,3.368414350013337,267.5,380.000244140625,0.5257210063043042,0.0155331977059908,0.4438648758647598,-1024.0,132.0,-503.11138916015625,506.4222412109375,0.1782860904932022,-1.7591098546981812,1.0,73.98053741455078,127.25355529785156,0.0035676332277672315,1.1395469599740327,0.5072587459095098,0.1619047619047619,0.28427816250462173,97.48007202148438,156.1800537109375
pancreas_005.nii,104,0.9179689884185791,2.5,2.723400581218175,260.0,470.0001220703125,0.6384538136995755,0.014771828284630409,0.33457359900841344,-1024.0,118.0,-623.3734741210938,488.5760192871094,0.6344864964485168,-1.3955044746398926,1.0,49.85306167602539,71.82192993164062,0.00273891595693735,1.3779360996913044,0.4641826202401483,0.3,0.04833136918791515,82.90828704833984,33.58247375488281
pancreas_006.nii,101,0.7675780057907104,2.5,3.25699371809246,252.5,392.99993896484375,0.6004295726813892,0.021922914108427446,0.3642502208747486,-1024.0,143.0,-579.8209228515625,494.3258361816406,0.4742092490196228,-1.5647437572479248,1.0,63.09550857543945,86.68858337402344,0.0029947261999149133,1.3005924090323475,0.45668488076598823,0.1411764705882353,0.1165832187764059,91.25811004638672,32.898860931396484
pancreas_010.nii,174,0.9765620231628418,1.5,1.5359991771364407,261.0,499.999755859375,0.516736041540387,0.009661137372597882,0.4624961765333154,-1024.0,109.0,-514.0416259765625,494.46746826171875,0.13497072458267212,-1.7861416339874268,1.0,19.791088104248047,64.52722930908203,0.003720075234599497,1.0796113946138204,0.43909015749537356,0.45,0.31348086159648764,41.0399284362793,50.65693664550781
pancreas_012.nii,97,0.7871090173721313,2.5,3.1761760679232283,242.5,402.99981689453125,0.5676222339118879,0.020158748036807346,0.39272493185456264,-1024.0,138.0,-549.969482421875,497.2306823730469,0.3428095281124115,-1.629801869392395,1.0,69.30382537841797,149.81082153320312,0.003468700290955219,1.2454446769039869,0.46992692249673207,0.12857142857142856,0.09608516717118465,84.2324447631836,36.18277359008789
pancreas_015.nii,87,0.7324219942092896,2.5,3.4133281174479704,217.5,375.00006103515625,0.5694747135556978,0.025171126442394037,0.38955298237416935,-1024.0,147.0,-529.9124755859375,506.86907958984375,0.30882319808006287,-1.7122366428375244,1.0,88.87662506103516,79.99200439453125,0.0028247175545528017,1.220806563949191,0.4341038582939578,0.18831168831168832,0.09491951632181053,109.44349670410156,24.735595703125
pancreas_016.nii,85,0.7734379768371582,2.5,3.232317060388277,212.5,396.000244140625,0.5476663926068475,0.021897574032054227,0.4152435302734375,-1024.0,147.0,-524.9736328125,501.3306884765625,0.2529796063899994,-1.6919841766357422,1.0,67.03325653076172,121.07211303710938,0.0034223668715533087,1.1808710333719523,0.4957671499374089,0.18867924528301888,0.08743885967557928,86.9172134399414,39.071990966796875
pancreas_018.nii,87,0.6738280057907104,2.5,3.7101400778471287,217.5,344.99993896484375,0.6168959606652973,0.03605257231613685,0.3327966448904454,-1024.0,184.0,-586.654296875,506.1197814941406,0.5365411639213562,-1.5204013586044312,1.0,98.55364990234375,58.23868179321289,0.0023068395154229528,1.3538454146183794,0.5003302210689139,0.22695035460992907,0.14221090245571352,143.298583984375,37.79619598388672
pancreas_019.nii,85,0.8789060115814209,2.5,2.8444419797058393,212.5,449.9998779296875,0.626845011991613,0.016930389404296874,0.34229507446289065,-1024.0,137.0,-608.2771606445312,484.02838134765625,0.581534743309021,-1.4319782257080078,0.0,67.72714233398438,53.41777801513672,0.002292453541475184,1.396621205764276,0.4962038318963796,0.2396694214876033,0.06434751967424925,75.7374496459961,27.931739807128906
pancreas_021.nii,93,0.8632810115814209,2.5,2.8959250470426503,232.5,441.9998779296875,0.6345921588200395,0.01719608101793515,0.3369095915107317,-1024.0,131.0,-617.359130859375,483.9329833984375,0.634512722492218,-1.338590383529663,0.0,92.2457046508789,50.111839294433594,0.002112809047904066,1.4663287239912821,0.4375827791365302,0.232,0.110658124635993,95.20684051513672,35.390541076660156
pancreas_024.nii,105,0.7949219942092896,2.5,3.1449587170223343,262.5,407.00006103515625,0.5470724196661086,0.027671087355840774,0.4100414094470796,-1024.0,154.0,-520.3360595703125,508.9362487792969,0.28664806485176086,-1.603012204170227,1.0,80.11743927001953,159.71612548828125,0.003053719656808036,1.1798206535705054,0.4581364317373979,0.1895424836601307,0.18644934864077092,102.7031021118164,35.46979904174805
pancreas_025.nii,75,0.7011719942092896,2.5,3.5654539188567034,187.5,359.00006103515625,0.5935070292154948,0.01768346150716146,0.37056905110677085,-1024.0,141.0,-557.1834106445312,505.55462646484375,0.4391804039478302,-1.547139286994934,1.0,108.10486602783203,204.72421264648438,0.004678395589192709,1.3159572487913334,0.5354594174518517,0.16574585635359115,0.0712748146376465,101.35189056396484,20.82795524597168
pancreas_028.nii,83,0.796875,2.5,3.1372509650183966,207.5,408.0,0.6927470471485552,0.020051289753741527,0.27336607783673755,-1024.0,140.0,-662.6638793945312,472.0681457519531,0.8820861577987671,-0.9972405433654785,1.0,110.19234466552734,111.04764556884766,0.003770115863846009,1.6371708817416857,0.3579379525619263,0.25595238095238093,0.015213760651461032,87.90384674072266,48.91532516479492
pancreas_029.nii,99,0.78125,2.5,3.1999959040052426,247.5,400.0,0.5210678794167258,0.01950886273624921,0.4441248190523398,-1024.0,122.0,-502.3457946777344,499.8506164550781,0.18250571191310883,-1.624153733253479,1.0,45.52265548706055,132.33102416992188,0.004409867103653725,1.0960643660984017,0.43476928471072807,0.1989795918367347,0.010196859681774096,83.74893188476562,30.552095413208008
pancreas_032.nii,89,0.9238280057907104,2.5,2.706128498163181,222.5,472.99993896484375,0.7371515852681706,0.017166823483584972,0.2313665325721998,-1024.0,136.0,-718.2183837890625,448.4613342285156,1.112181544303894,-0.5707516670227051,0.0,86.73491668701172,57.77449417114258,0.0019661978389439957,1.7949224096786547,0.4150592074209742,0.18181818181818182,0.040981819767188385,133.72286987304688,25.44556999206543
pancreas_035.nii,73,0.6132810115814209,2.5,4.076428058852486,182.5,313.9998779296875,0.5310443721405448,0.03287365011972924,0.42109753334358946,-1024.0,180.0,-498.7624206542969,517.7667846679688,0.16504517197608948,-1.816781997680664,0.0,109.77716827392578,61.85251998901367,0.0027775699145173374,1.1753160028276983,0.5671971942077182,0.16447368421052633,0.11291718403130527,30.031490325927734,19.993663787841797
pancreas_037.nii,71,0.6445310115814209,2.5,3.8787832955977017,177.5,329.9998779296875,0.5962874184192066,0.03231166785871479,0.35357510204046544,-1024.0,158.0,-555.8633422851562,499.6283264160156,0.42649611830711365,-1.6198503971099854,1.0,82.77404022216797,55.206424713134766,0.004341340400803257,1.2782249273379622,0.27392676758213164,0.12087912087912088,0.06705196589235549,19.751014709472656,20.1739444732666
pancreas_040.nii,45,0.8242189884185791,5.0,6.066341596002105,225.0,422.0001220703125,0.5113241407606337,0.016517554389105904,0.45786115858289933,-1024.0,123.0,-493.9805908203125,493.09808349609375,0.12609392404556274,-1.7598389387130737,0.0,68.7264633178711,41.236549377441406,0.004342736138237847,1.141166578883032,0.37573552339124106,0.12234042553191489,0.05541674799921921,25.973934173583984,25.33695411682129
